 Code ; Nom complet ; Altitude ; Accès ; WGS84 Lon D ; WGS84 Lat D 
 BO-P-5255a ; Abra Tinte ;5255; HS ; -67.01928 ; -22.598257 
 BO-P-5295 ; Abra Chillahuita ;5295; HS ; -67.924788 ; -22.248118 
 BO-P-5445 ; Portezuelo Sairecabur ;5445; S ; -67.886655 ; -22.709559 
 BO-S-0625 ; Abra Vela ;625; HS ; -63.515947 ; -18.749978 
 BO-S-0985 ; Abra Alta ;985; R ; -63.362916 ; -20.266969 
 BO-S-1215 ; Abra Caraparicito ;1215; HS ; -63.648538 ; -19.8363 
 BO-S-1515 ; Abra Magiloma ;1515; S ; -64.171284 ; -17.957557 
 BO-S-1615 ; Abra la Lagunilla ;1615; R ; -64.139877 ; -17.971432 
 BO-S-1915 ; Abra Chilón ;1915; R ; -64.555948 ; -18.022071 
 BO-S-2145 ; Abra del Pucarillo ;2145; R ; -64.226287 ; -18.184684 
 BO-S-2415 ; Abra Tabla ;2415; F22 R1 ; -64.031946 ; -18.601899 
 BO-S-2485 ; Abra del Herrero Rodeo ;2485; HS ; -64.037229 ; -18.557207 
 BO-S-2525 ; Abra Ramos ;2525; F38 R1 ; -64.114488 ; -18.587707 
 BO-S-2620 ; Abra del Timón ;2620; R ; -64.336693 ; -18.392233 
 BO-S-2715 ; Abra del Palo ;2715; R ; -64.363886 ; -18.37449 
 BO-S-2775 ; Abra del Chileno ;2775; HS ; -64.350504 ; -18.389289 
 BO-S-2820 ; Abra Huertas ;2820; F38 R1 ; -64.129794 ; -18.606456 
 BO-T-0825 ; Abra de los Razos ;825; R ; -63.72839 ; -21.339057 
 BO-T-1415 ; Abra el Chuere ;1415; F29 R1 ; -63.7763 ; -21.613044 
 BO-T-1905 ; Abra Castellón ;1905; R1 ; -64.227535 ; -21.466075 
 BO-T-2015 ; Abra del Puesto ;2015; R1 ; -64.837016 ; -21.728101 
 BO-T-2075 ; Abra Cabildo Loma ;2075; HS ; -64.720515 ; -21.907798 
 BO-T-2095 ; Abra San Jacinto ;2095; HS ; -64.74875 ; -21.639515 
 BO-T-2155 ; Abra San Agustín ;2155; R ; -64.543967 ; -21.552539 
 BO-T-2355 ; Abra Loma ;2355; HS ; -64.671009 ; -21.980206 
 BO-T-2395 ; Abra la Cruz Loma ;2395; HS ; -64.664234 ; -21.856105 
 BO-T-2655 ; Abra Condor ;2655; F11 ; -64.424851 ; -21.422167 
 BO-T-2785 ; Abra Nogal ;2785; HS ; -64.552632 ; -21.282555 
 BO-T-2865 ; Abra del Gaucho ;2865; HS ; -64.568264 ; -21.293071 
 BO-T-3175 ; Abra Negra ;3175; HS ; -64.685157 ; -21.159686 
 BO-T-3805 ; Abra Calderilla ;3805; R ; -64.997711 ; -21.746102 
 BO-T-3905 ; Abra Cancha Cancha ;3905; HS ; -64.982541 ; -21.712617 
 BO-T-4095 ; Abra Vicunayoj ;4095; HS ; -64.989304 ; -21.771763 
 PE-AMA-2295 ; Abra Pardo Miguel ;2295; PE-5N ; -77.804269 ; -5.695466 
 PE-AMA-2755 ; Abra Chanchillo ;2755; PE-08B ; -77.944707 ; -6.788861 
 PE-AMA-3585 ; Abra Barro Negro ;3585; PE-08B ; -77.894134 ; -6.733407 
 PE-ANC-4099 ; Abra Conocoha ;4099; PE-16 ; -77.301757 ; -10.136396 
 PE-ANC-4115 ; Pupashpunta ;4115; R ; -77.445391 ; -9.042728 
 PE-ANC-4195 ; Abra Cahuacona ;4195; R1 - PE-12A ; -77.680416 ; -8.571556 
 PE-ANC-4222 ; Abra Callán ;4222; PE-14A ; -77.620313 ; -9.546762 
 PE-ANC-4240 ; Abra El Condor ;4240; R - LI-115 ; -77.873771 ; -8.05975 
 PE-ANC-4255 ; Punta Mojón ;4255; PE-3N ; -77.194341 ; -10.086041 
 PE-ANC-4351 ; Abra Huachacocha ;4351; R - AN-105 ; -77.224347 ; -9.169634 
 PE-ANC-4357 ; Punta Carbón ;4357; R ; -77.7334 ; -8.657869 
 PE-ANC-4365 ; Punta Toca ;4365; S ; -77.207144 ; -10.103146 
 PE-ANC-4475 ; Abra Tunel de Cahuish ;4475; AN-110 ; -77.251972 ; -9.688794 
 PE-ANC-4505 ; Punta San Bartolomé ;4505; S ; -77.270154 ; -9.243344 
 PE-ANC-4605 ; Alto de Pucaraju ;4605; S ; -77.553193 ; -8.918422 
 PE-ANC-4665 ; Abra Cuncush ;4665; S ; -76.913313 ; -10.149978 
 PE-ANC-4680 ; Punta Yanashallush ;4680; S ; -77.285816 ; -9.607736 
 PE-ANC-4681 ; Abra Yanashalla ;4681; PE-3N ; -77.077925 ; -9.859985 
 PE-ANC-4735 ; Portachuelo de Honda ;4735; S ; -77.390041 ; -9.288404 
