 Code ; Nom complet ; Altitude ; Accès ; WGS84 Lon D ; WGS84 Lat D 
 GB-SCT-0165a ; Cadha Torasclett ;165; HS ; -6.76914 ; 57.91439 
 GB-SCT-0165b ; Bealach na Dìollaid ;165; HS ; -7.28678 ; 57.17812 
 GB-SCT-0165c ; The Gap ;165; HS ; -8.56086 ; 57.8179 
 GB-SCT-0165d ; Bealach na Feadan ;165; HS ; -6.37061 ; 57.35007 
 GB-SCT-0165e ; Beul a’ Bhealaich ;165; HS ; -7.45993 ; 56.97924 
 GB-SCT-0168a ; Little Scord ;168; HS ; -1.29813 ; 60.28126 
 GB-SCT-0175 ; Am Bealach ;175; HS ; -4.86702 ; 58.49793 
 GB-SCT-0175a ; Cadha Mór ;175; HS ; -7.48947 ; 56.96884 
 GB-SCT-0175b ; Sorbie Hass ;175; Minor road ; -3.00598 ; 55.19558 
 GB-SCT-0175c ; Bealach na Fèithe ;175; HS ; -5.35942 ; 56.71447 
 GB-SCT-0182 ; An Màm ;182; HS ; -5.14319 ; 56.46536 
 GB-SCT-0186 ; Wester Scord ;186; HS ; -1.28056 ; 60.38864 
 GB-SCT-0188 ; Bealach na h-Uamha ;188; S ; -6.81479 ; 58.00166 
 GB-SCT-0189 ; Bealach na Ciste ;189; A859 ; -6.80062 ; 57.94514 
 GB-SCT-0189a ; Am Màm ;189; R ; -6.09711 ; 57.18554 
 GB-SCT-0190 ; Yetts o' Muckhart ;190; A823 ; -3.60362 ; 56.19413 
 GB-SCT-0195 ; Bealach Garbh ;195; HS ; -5.11587 ; 58.21366 
 GB-SCT-0195a ; Bealach Càrn Phadruig ;195; HS ; -5.07861 ; 58.31446 
 GB-SCT-0195b ; Nick o’ the Nawin ;195; HS ; -4.90275 ; 55.18918 
 GB-SCT-0199 ; Bealach a' Choire ;199; R ; -5.51298 ; 57.32706 
 GB-SCT-0200 ; Scallafield Scord ;200; HS ; -1.2919 ; 60.30263 
 GB-SCT-0205 ; Cadh' na Bò ;205; R ; -5.04945 ; 57.97429 
 GB-SCT-0205a ; Bealach Gaoithe ;205; HS ; -5.81208 ; 56.0721 
 GB-SCT-0205b ; Bealach a’ Bhearnain ;205; HS ; -6.18139 ; 55.8809 
 GB-SCT-0205c ; Bealach Bolum ;205; HS ; -7.27651 ; 57.23847 
 GB-SCT-0206 ; Bealach Bhrathan ;206; R ; -4.51906 ; 57.58406 
 GB-SCT-0207 ; Bealach an Locha ;207; HS ; -6.253 ; 57.2897 
 GB-SCT-0208 ; Bealach na Ciste ;208; HS ; -6.92184 ; 57.82938 
 GB-SCT-0212 ; Uyea Scord ;212; HS ; -1.39565 ; 60.53542 
 GB-SCT-0213 ; Bealach Brittle ;213; R ; -6.3175 ; 57.22363 
 GB-SCT-0215 ; Atla Scord ;215; HS ; -1.30702 ; 60.25994 
 GB-SCT-0215a ; Bealach nan Càrn ;215; R1-2 ; -4.30996 ; 56.21115 
 GB-SCT-0215b ; Bealach a’ Ghleannain ;215; S ; -5.42593 ; 57.29634 
 GB-SCT-0215c ; Wrae Hass ;215; S ; -3.00482 ; 55.18578 
 GB-SCT-0215d ; Bealach na Sealga ;215; HS ; -5.51902 ; 57.66914 
 GB-SCT-0215e ; Bealach a’ Ghrianain Mòr ;215; HS ; -5.79979 ; 56.09389 
 GB-SCT-0215f ; Bealach a’ Mhaim ;215; HS ; -7.525 ; 56.95663 
 GB-SCT-0220 ; Bealach a' Ghlinne ;220; HS ; -5.88408 ; 56.57551 
 GB-SCT-0226 ; Bealach Mór ;226; HS ; -4.75408 ; 58.4987 
 GB-SCT-0226a ; Bealach Loch a’ Mhadaidh ;226; HS ; -5.75343 ; 57.78633 
 GB-SCT-0228 ; Bealach Buidhe ;228; HS ; -6.54332 ; 57.50956 
 GB-SCT-0230 ; Bealach an Ionalaidh ;230; HS ; -6.94372 ; 57.82996 
 GB-SCT-0235 ; Bealach na h-Imriche ;235; HS ; -5.89688 ; 56.00898 
 GB-SCT-0237 ; The Seven Gates ;237; R ; -3.2808 ; 56.32483 
 GB-SCT-0237a ; Nick of Mochrum ;237; HS ; -4.00238 ; 55.05031 
 GB-SCT-0238 ; Bealach nan Sac ;238; S ; -5.70403 ; 56.98071 
 GB-SCT-0238a ; Nick of Orchars ;238; R ; -4.21917 ; 55.01565 
 GB-SCT-0239 ; Bealach a' Chonnaidh ;239; HS ; -4.78923 ; 58.40008 
 GB-SCT-0239a ; Bealach Luachrach ;239; R ; -5.60245 ; 57.23731 
 GB-SCT-0240 ; Pass of Ballater ;240; A93 - B972 ; -3.06339 ; 57.05904 
 GB-SCT-0243 ; Duke's Pass ;243; A821 ; -4.3899 ; 56.20291 
 GB-SCT-0243a ; Deep Nick of Dromore ;243; HS ; -4.27406 ; 54.95153 
 GB-SCT-0245 ; Bealach na h-Imrich ;245; R ; -5.03962 ; 57.08497 
 GB-SCT-0245a ; Manor Sware ;245; Minor road ; -3.2172 ; 55.64596 
 GB-SCT-0245b ; Bealach Beag ;245; HS ; -4.71156 ; 58.527377 
 GB-SCT-0245c ; Fenton Yet ;245; B723 ; -3.26871 ; 55.22719 
 GB-SCT-0245d ; Bealach a’ Chraois ;245; R ; -5.54186 ; 56.26895 
 GB-SCT-0245e ; Bealach na Beinne ;245; HS ; -4.37815 ; 58.47145 
 GB-SCT-0245f ; Bealach Cumhang ;245; HS ; -4.32714 ; 56.19811 
 GB-SCT-0245g ; Bealach Bàn ;245; HS ; -5.96481 ; 57.28151 
 GB-SCT-0245h ; Bealach a’ Sgàil ;245; HS ; -6.85139 ; 57.9771 
 GB-SCT-0245i ; Bealach an t-Suidhe ;245; HS ; -4.3625 ; 56.18897 
 GB-SCT-0245j ; Nick of Milldown ;245; HS ; -4.14869 ; 55.04166 
 GB-SCT-0246 ; Bealach na Mòine ;246; HS ; -5.58927 ; 56.06341 
 GB-SCT-0246a ; Hass ;246; A68 ; -2.49683 ; 55.38324 
 GB-SCT-0250 ; Bealach Gaoth' Niar ;250; HS ; -6.15214 ; 55.9183 
 GB-SCT-0250a ; Bealach na Gaoithe ;250; Minor road ; -5.63466 ; 57.5686 
 GB-SCT-0251 ; Bealach Bharcasaig ;251; HS ; -6.62091 ; 57.37711 
 GB-SCT-0253 ; Bealach Garbh ;253; HS ; -6.90578 ; 57.83314 
 GB-SCT-0254 ; Bealach na Creige Duibhe ;254; HS ; -4.62078 ; 58.24993 
 GB-SCT-0255 ; Bealach na h-Airigh Mhùrain ;255; HS ; -6.33419 ; 57.20381 
 GB-SCT-0255a ; Early Slack ;255; HS ; -2.99199 ; 55.63368 
 GB-SCT-0255b ; Bealach na Teangaidh ;255; HS ; -4.79 ; 58.26316 
 GB-SCT-0255c ; Bealach Beag ;255; HS ; -3.91589 ; 58.25385 
 GB-SCT-0255d ; Am Bealach ;255; HS ; -3.88197 ; 58.3333 
 GB-SCT-0256 ; Nick of Trestran ;256; HS ; -4.27676 ; 54.92375 
 GB-SCT-0257 ; Bealach Leireag ;257; S ; -5.0733 ; 58.20276 
 GB-SCT-0257a ; Bealach Mór ;257; R ; -6.30241 ; 57.3366 
 GB-SCT-0257b ; Bealach na h- Imrich ;257; HS ; -4.79643 ; 58.40643 
 GB-SCT-0257c ; Windygates ;257; A70 ; -3.5871 ; 55.71756 
 GB-SCT-0258 ; Nick of Knock ;258; HS ; -4.17262 ; 54.95062 
 GB-SCT-0260 ; Bealach Mór ;260; S ; -5.60206 ; 57.32628 
 GB-SCT-0262 ; Cadh’ Iosal ;262; HS ; -4.24069 ; 57.84596 
